SysDate-ms	Energy	P_prm_minus
08/13/2018 20:26:10 000	0	0
08/13/2018 20:27:10 000	0	0
08/13/2018 20:28:10 000	0	0
08/13/2018 20:29:10 000	0	0
08/13/2018 20:30:10 000	0	0
08/13/2018 20:31:10 000	0	0
08/13/2018 20:32:10 000	0	0
08/13/2018 20:33:10 000	0	0
08/13/2018 20:34:10 000	0	0
08/13/2018 20:35:10 001	0	0
08/13/2018 20:36:10 000	0	0
08/13/2018 20:37:10 001	0	0
08/13/2018 20:38:10 000	0	0
08/13/2018 20:39:10 000	0	0
08/13/2018 20:40:10 000	0	0
08/13/2018 20:41:10 000	0	0
08/13/2018 20:42:10 000	0	0
08/13/2018 20:43:10 000	0	0
08/13/2018 20:44:10 000	0	0
08/13/2018 20:45:10 001	0	0
08/13/2018 20:46:10 000	0	0
08/13/2018 20:47:10 000	0	0
08/13/2018 20:48:10 000	0	0
08/13/2018 20:49:10 001	0	0
08/13/2018 20:50:10 000	0	0
08/13/2018 20:51:10 000	0	0
08/13/2018 20:52:10 001	0	0
08/13/2018 20:53:10 000	0	0
08/13/2018 20:54:10 000	0	0
08/13/2018 20:55:10 000	0	0
08/13/2018 20:56:10 001	0	0
08/13/2018 20:57:10 000	0	0
08/13/2018 20:58:10 000	0	0
08/13/2018 20:59:10 000	0	0
08/13/2018 21:00:10 000	0	0
08/13/2018 21:01:10 000	0	0
08/13/2018 21:02:10 001	0	0
08/13/2018 21:03:10 001	0	0
08/13/2018 21:04:10 000	0	0
08/13/2018 21:05:10 000	0	0
08/13/2018 21:06:10 000	0	0
08/13/2018 21:07:10 000	0	0
08/13/2018 21:08:10 000	0	0
08/13/2018 21:09:10 000	0	0
08/13/2018 21:10:10 000	0	0
08/13/2018 21:11:10 000	0	0
08/13/2018 21:12:10 000	0	0
08/13/2018 21:13:10 000	0	0
08/13/2018 21:14:10 008	0	0
08/13/2018 21:15:10 000	0	0
08/13/2018 21:16:10 000	0	0
08/13/2018 21:17:10 001	0	0
08/13/2018 21:18:10 000	0	0
08/13/2018 21:19:10 000	0	0
08/13/2018 21:20:10 000	0	0
08/13/2018 21:21:10 002	0	0
08/13/2018 21:22:10 000	0	0
08/13/2018 21:23:10 000	0	0
08/13/2018 21:24:10 000	0	0
08/13/2018 21:25:10 000	0	0
08/13/2018 21:26:10 001	0	0
08/13/2018 21:27:10 001	0	0
08/13/2018 21:28:10 000	0	0
08/13/2018 21:29:10 000	0	0
08/13/2018 21:30:10 002	0	0
08/13/2018 21:31:10 000	0	0
08/13/2018 21:32:10 000	0	0
08/13/2018 21:33:10 000	0	0
08/13/2018 21:34:10 000	0	0
08/13/2018 21:35:10 000	0	0
08/13/2018 21:36:10 000	0	0
08/13/2018 21:37:10 001	0	0
08/13/2018 21:38:10 000	0	0
08/13/2018 21:39:10 000	0	0
08/13/2018 21:40:10 000	0	0
08/13/2018 21:41:10 000	0	0
08/13/2018 21:42:10 000	0	0
08/13/2018 21:43:10 001	0	0
08/13/2018 21:44:10 003	0	0
08/13/2018 21:45:10 000	0	0
08/13/2018 21:46:10 001	0	0
08/13/2018 21:47:10 000	0	0
08/13/2018 21:48:10 000	0	0
08/13/2018 21:49:10 000	0	0
08/13/2018 21:50:10 001	0	0
08/13/2018 21:51:10 000	0	0
08/13/2018 21:52:10 001	0	0
08/13/2018 21:53:10 000	0	0
08/13/2018 21:54:10 000	0	0
08/13/2018 21:55:10 005	0	0
08/13/2018 21:56:10 000	0	0
08/13/2018 21:57:10 000	0	0
08/13/2018 21:58:10 000	0	0
08/13/2018 21:59:10 000	0	0
08/13/2018 22:00:10 000	0	0
08/13/2018 22:01:10 000	0	0
08/13/2018 22:02:10 000	0	0
08/13/2018 22:03:10 000	0	0
08/13/2018 22:04:10 000	0	0
08/13/2018 22:05:10 000	0	0
08/13/2018 22:06:10 000	0	0
08/13/2018 22:07:10 000	0	0
08/13/2018 22:08:10 000	0	0
08/13/2018 22:09:10 000	0	0
08/13/2018 22:10:10 001	0	0
08/13/2018 22:11:10 000	0	0
08/13/2018 22:12:10 001	0	0
08/13/2018 22:13:10 000	0	0
08/13/2018 22:14:10 000	0	0
08/13/2018 22:15:10 000	0	0
08/13/2018 22:16:10 000	0	0
08/13/2018 22:17:10 002	0	0
08/13/2018 22:18:10 000	0	0
08/13/2018 22:19:10 002	0	0
08/13/2018 22:20:10 001	0	0
08/13/2018 22:21:10 000	0	0
08/13/2018 22:22:10 000	0	0
08/13/2018 22:23:10 001	0	0
08/13/2018 22:24:10 000	0	0
08/13/2018 22:25:10 001	0	0
08/13/2018 22:26:10 000	0	0
08/13/2018 22:27:10 000	0	0
08/13/2018 22:28:10 000	0	0
08/13/2018 22:29:10 001	0	0
08/13/2018 22:30:10 000	0	0
08/13/2018 22:31:10 000	0	0
08/13/2018 22:32:10 000	0	0
08/13/2018 22:33:10 000	0	0
08/13/2018 22:34:10 000	0	0
08/13/2018 22:35:10 000	0	0
08/13/2018 22:36:10 000	0	0
08/13/2018 22:37:10 000	0	0
08/13/2018 22:38:10 000	0	0
08/13/2018 22:39:10 000	0	0
08/13/2018 22:40:10 005	0	0
08/13/2018 22:41:10 001	0	0
08/13/2018 22:42:10 000	0	0
08/13/2018 22:43:10 000	0	0
08/13/2018 22:44:10 000	0	0
08/13/2018 22:45:10 000	0	0
08/13/2018 22:46:10 000	0	0
08/13/2018 22:47:10 000	0	0
08/13/2018 22:48:10 001	0	0
08/13/2018 22:49:10 000	0	0
08/13/2018 22:50:10 000	0	0
08/13/2018 22:51:10 000	0	0
08/13/2018 22:52:10 000	0	0
08/13/2018 22:53:10 000	0	0
08/13/2018 22:54:10 000	0	0
08/13/2018 22:55:10 000	0	0
08/13/2018 22:56:10 000	0	0
08/13/2018 22:57:10 000	0	0
08/13/2018 22:58:10 005	0	0
08/13/2018 22:59:10 000	0	0
08/13/2018 23:00:10 000	0	0
08/13/2018 23:01:10 000	0	0
08/13/2018 23:02:10 000	0	0
08/13/2018 23:03:10 000	0	0
08/13/2018 23:04:10 000	0	0
08/13/2018 23:05:10 000	0	0
08/13/2018 23:06:10 000	0	0
08/13/2018 23:07:10 000	0	0
08/13/2018 23:08:10 000	0	0
08/13/2018 23:09:10 001	0	0
08/13/2018 23:10:10 000	0	0
08/13/2018 23:11:10 000	0	0
08/13/2018 23:12:10 000	0	0
08/13/2018 23:13:10 000	0	0
08/13/2018 23:14:10 000	0	0
08/13/2018 23:15:10 000	0	0
08/13/2018 23:16:10 000	0	0
08/13/2018 23:17:10 000	0	0
08/13/2018 23:18:10 000	0	0
08/13/2018 23:19:10 000	0	0
08/13/2018 23:20:10 000	0	0
08/13/2018 23:21:10 000	0	0
08/13/2018 23:22:10 001	0	0
08/13/2018 23:23:10 000	0	0
08/13/2018 23:24:10 000	0	0
08/13/2018 23:25:10 000	0	0
08/13/2018 23:26:10 000	0	0
08/13/2018 23:27:10 001	0	0
08/13/2018 23:28:10 000	0	0
08/13/2018 23:29:10 000	0	0
08/13/2018 23:30:10 000	0	0
08/13/2018 23:31:10 000	0	0
08/13/2018 23:32:10 001	0	0
08/13/2018 23:33:10 000	0	0
08/13/2018 23:34:10 000	0	0
08/13/2018 23:35:10 001	0	0
08/13/2018 23:36:10 000	0	0
08/13/2018 23:37:10 000	0	0
08/13/2018 23:38:10 000	0	0
08/13/2018 23:39:10 001	0	0
08/13/2018 23:40:10 000	0	0
08/13/2018 23:41:10 000	0	0
08/13/2018 23:42:10 000	0	0
08/13/2018 23:43:10 000	0	0
08/13/2018 23:44:10 000	0	0
08/13/2018 23:45:10 000	0	0
08/13/2018 23:46:10 000	0	0
08/13/2018 23:47:10 000	0	0
08/13/2018 23:48:10 000	0	0
08/13/2018 23:49:10 000	0	0
08/13/2018 23:50:10 000	0	0
08/13/2018 23:51:10 000	0	0
08/13/2018 23:52:10 001	0	0
08/13/2018 23:53:10 001	0	0
08/13/2018 23:54:10 000	0	0
08/13/2018 23:55:10 000	0	0
08/13/2018 23:56:10 000	0	0
08/13/2018 23:57:10 000	0	0
08/13/2018 23:58:10 000	0	0
08/13/2018 23:59:10 000	0	0
08/13/2018 23:60:10 000	0	0
08/13/2018 23:60:10 000	0	0
08/13/2018 23:60:10 000	0	0
